title_abstract,species,spore_shape,spore_shape_formatted,shapes_not_in_text,shapes_not_in_text_corrected
"Two Microsporidian Parasites Found in Marine Fishes in the Atlantic Ocean. Two new species of microsporidia are reported from the Atlantic marine fishes: Pleistophora duodecimae sp. n. from skeletal musculature of the rat-tail, Coryphaenoides nasutus Gunther and Glugea capverdensis sp. n. from the intestine, mesentery and ovary of the lantern fish, Myctophum punctatum Rafinesque. Formation of secondary xenomas was observed in the latter species. Both species may inflict serious damage upon their hosts.",Glugea capverdensis,episoidal;  slightly ovoid,"['episoidal', 'slightly ovoid']","{'episoidal', 'slightly ovoid'}",
"Two New Species of Microsporidia from the Larvae Of Tramea Limbata (Odonata : Insecta). Two new species of microsporidians, Nosema limbata n. sp. and Thelo. hania limbatan. sp. from the adipose tissue of the larvae of Tramealimbatacollected from the dairy farm area, Visakhapatnam and the Andhra University Campus at Waltair respectively me described and their systematic position discussed.",Nosema limbata; Thelohania limbata,oval-pyriform || oval,"['oval-pyriform', 'oval']","{'oval-pyriform', 'oval'}",
"Ultracytology of a Tetrasporoblastic Microsporidium of the Caddis fly Holocentropus picicornis (Trichoptera, Polycentropodidae), with Description of Episeptuni inversum gen.et sp. nov. (Microspora, Gurleyidae)",Episeptuni inversum,pyriform,['pyriform'],{'pyriform'},
"Ultrastructural Characterization of Meiospores of Six New Species of Amblyospora (Microsporida: Amblyosporidae) from Northern Aedes (Diptera: Culicidae) Mosquitoes. The ultrastructure of meiospores of six different species of Amblyospora found infecting larval mosquitoes of Aedes abserratus, Aedes aurifer, Aedes cinereus, Aedes excruciates, Aedes sticticus, and Aedes stimulans are described. Meiospores of all species exhibited characteristics typical for the genus Amblyospora including: a single nucleus, a large posterior vacuole, a thick undulating exospore and thinner endospore, a bipartite and lamellate polaroplast with more tightly stacked membranes in the proximal region, and an anisofilar polar filament with distal coils reduced in thickness. Distinct differences were found in the arrangement and number/ ratio of coils formed by the broad basal and narrow distal portions of the polar filament. These differences, when quantified and averaged, were unique from all other mosquito‐parasitic species that have been examined ultrastructurally. Information on parasite development, natural field prevalence and transmission to suspected intermediate copepod hosts is presented. The creation of six new species, Amblyospora abserrati, Amblyospora auriferi, Amblyospora cinerei, Amblyospora excrucii, Amblyospora stictici, and Amblyospora stimuli is proposed. Synonymies and complete host lists of all forms and species of Amblyospora described from mosquitoes are given",Amblyospora abserrati; Amblyospora auriferi; Amblyospora cinerei; Amblyospora excrucii; Amblyospora stictici; Amblyospora stimuli,cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore) || cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore) || cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore) || cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore) || cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore) || cordiform in sagittal section (meiospore); broadly rounded posterior (meiospore),"['cordiform in sagittal section', 'broadly rounded posterior', 'cordiform in sagittal section', 'broadly rounded posterior', 'cordiform in sagittal section', 'broadly rounded posterior', 'cordiform in sagittal section', 'broadly rounded posterior', 'cordiform in sagittal section', 'broadly rounded posterior', 'cordiform in sagittal section', 'broadly rounded posterior']","{'broadly rounded posterior', 'cordiform in sagittal section'}",
"Ultrastructural Data on a Microsporidian Infesting the Ovaries of an Araneid. Oligosporidium nov. gen. arachnicolum (Codreanu-Bălcescu, Codreanu and Traciuc, 1978) is one of the more intensively studied microsporidians from an araneid. It develops into parasitophorous vacuoles formed in the oocytes of Xysticus cambridgei from Bucharest, Romania. The uninucleated schizogonic and sporogonic stages multiply through binary fission and the dense bordered sporoblasts give rise to isolated spores.",Oligosporidium arahnicolum,oblong,['oblong'],{'oblong'},
"Ultrastructural Observations of the Life Cycle Stages of Ameson Atlanticum Sp. Nov., a Microsporidan Parasitizing Cancer Pagurus L.. Cancer pagurus (Cancridae) from the Atlantic coast of France is parasitized by a new species of microsporida Ameson atlantieuin sp. nov. The main stages of the life eyele of the parasite are a monokaryotic and then diplokaryotic meront. tetranucleate (at least) sporont (sporogonial sporont), uninucieate sporoblast and spore. The spore (1-9x1 5 ixm) possesses 11-12 coils of the polar filament and a lamellar polaroplast. Hairlike appendages are present on the surface of the sporoblastic plasmodium, sporoblast and spore. All stages take place in direct contact with the muscular tissue of the crab. Infection provokes the destruetion of 80% of host musele myofibrils.",Ameson atlanticum,ovoid,['ovoid'],{'ovoid'},
"Ultrastructural Study of Nosema Omaniae Sp. n. (Microspora, Nosematidae) Parasite of Omania Coleoptrata (Heteroptera, Omaniidae)",Nosema omaniae,ovoid,['ovoid'],{'ovoid'},
"Ultrastructural and molecular characterization of Bacillidium vesiculoformis n. sp. (Microspora: Mrazekiidae) in the freshwater oligochaete Nais simplex (Oligochaeta: Naididae). The development of a new species, Bacillidium vesiculoformis n. sp. (Microspora, Mrazekiidae), is described from the freshwater oligochaete Nais simplex (Oligochaeta, Naididae). Initial stages of parasite development consist of a monokaryotic merogony within a haemocyte of the intestinal blood sinus. The resulting hypertrophied haemocyte is attached to the chloragocytes of the sinus by fine cytoplasmic extensions with the sinus around the cell becoming greatly enlarged. The meronts within the haemocyte form diplokaryotic sporonts that undergo sporogenesis directly within the cytoplasm of the host cell. The infected cell becomes packed with spores and developmental stages, causing it dramatically to increase in size, eventually rupturing the oligochaete and cell. Sporogony appears to be disporoblastic. Released spores were observed to have an adhesive quality. Transmission studies conducted with mature spores failed to transmit the parasite horizontally although vertical transmission was observed. Phylogenetic analysis of the parasite demonstrated that B. vesiculoformis clustered with microsporidian parasites of bryozoa and two other microsporidians, Janacekia debaiseuxi and an unidentified Bacillidium sp.",Bacillidium vesiculoformis,bacilliform,['bacilliform'],{'bacilliform'},
"Ultrastructural characterisation and molecular taxonomic identification of Nosema granulosis n. sp., a transovarially transmitted feminising (TTF) microsporidium. A novel microsporidian parasite is described, which infects the crustacean host Gammarus duebeni. The parasite was transovarially transmitted and feminised host offspring. The life cycle was monomorphic with three stages. Meronts were found in host embryos, juveniles, and in the gonadal tissue of adults. Sporoblasts and spores were restricted to the gonad. Sporogony was disporoblastic giving rise to paired sporoblasts, which then differentiated to form spores. Spores were not found in regular groupings and there was no interfacial envelope. Spores were approximately 3.78 x 1.22 microns and had a thin exospore wall, a short polar filament, and an unusual granular polaroplast. All life cycle stages were diplokaryotic. A region from the parasite small subunit ribosomal RNA gene was amplified and sequenced. Phylogenetic analysis based on these data places the parasite within the genus Nosema. We have named the species Nosema granulosis based on the structure of the polaroplast.",Nosema granulosis,ovoid,['ovoid'],{'ovoid'},
"Ultrastructural characterization and comparative phylogenetic analysis of new microsporidia from Siberian mosquitoes: Evidence for coevolution and host switching. Graphical abstract Highlights ► New species of microsporidia are described from Siberian mosquitoes. ► Unique meiospore ultrastructure and SSU rDNA sequences were obtained. ► Phylogenetic trees show a high degree of congruence between parasite and host at the generic level. ► Tree topologies imply cospeciation, host switching and independent parasite speciation. Abstract A survey of mosquito larvae infected with microsporidia was conducted from 2005 to 2008 in the Tomsk, Kemerovo and Novosibirsk regions of western Siberia, Russia. Twenty-one morphologically and genetically unique species of microsporidia were isolated from nine species of Anopheles, Aedes, Culex and Ochlerotatus mosquitoes including: (1) 14 proposed new species of Amblyospora (A. bakcharia, A. baritia, A. bogashovia, A. chulymia, A. hristinia, A. jurginia, A. kazankia, A. mavlukevia, A. mocrushinia, A. modestium, A. salairia, A. severinia, A. shegaria, and A. timirasia); (2) a newly proposed genus and species, Novothelohania ovalae and; (3) six species of Amblyospora (A. flavescens, A. kolarovi, A. rugosa), Parathelohania (P. divulgata and P. tomski) and Trichoctosporea (T. pygopellita) from which gene sequences had not been previously obtained. Detailed ultrastructure of meiospores revealed unique cytological features associated with the length, arrangement and ratio of broad to narrow coils of the polar filament, comparative thickness of the exospore and endospore, and overall size of each species reaffirming their value in distinguishing taxonomic relationships. SSU rDNA sequences obtained from each species of microsporidia were unique when compared with GenBank entries. Phylogenetic trees constructed by Maximum Parsimony, Maximum Likelihood and Neighbor Joining analyses yielded similar topologies with a high degree of congruence between parasite and host at the generic level. Species that parasitize Aedes/Ochlerotatus and Culex mosquitoes segregate into distinct monophyletic groupings mirroring their host phylogeny, while species from Anopheles mosquitoes group as a sister clade basal to the entire group of mosquito-parasitic microsporidia as their Anopheles hosts cluster as a sister clade to the entire group of culicine mosquitoes. This provides strong evidence for host-parasite coevolution by descent at the generic level and limited host lineage switching between unrelated taxa. Among parasites of Aedes/Ochlerotatus and Anopheles mosquitoes, we found several instances where a single mosquito species serves as a host for two or more related species of microsporidia, an observation consistent with host switching and independent parasite speciation. Among the microsporidian parasites of Culex mosquitoes, we found only one parasite per host indicating a higher degree of host specificity and less host switching among parasites of this genus. Findings suggest a degree of host-parasite co-speciation with host switching occurring occasionally when the “normal” host is unavailable in the aquatic ecosystem. Frequency of host switching seems to be occurring in proportion to host relatedness and does not cross generic boundaries in this system.",Amblyospora bakcharia; Amblyospora baritia; Amblyospora bogashovia; Amblyospora chulymia; Amblyospora hristinia; Amblyospora jurginia; Amblyospora kazankia; Amblyospora mavlukevia; Amblyospora mocrushinia; Amblyospora modestium; Amblyospora salairia; Amblyospora severinia; Amblyospora shegaria; Amblyospora timirasia; Novothelohania ovalae,Broadly ovoid || Broadly ovoid || Broadly ovoid || Broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || broadly ovoid || oval,"['broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'broadly ovoid', 'oval']",{'broadly ovoid'},
"Ultrastructural characterization of Acarispora falculifera n.gen., n.sp., a new microsporidium (Opisthokonta: Chytridiopsida) from the feather mite Falculifer rostratus (Astigmata: Pterolichoidea). Only about 20 species of microsporidia have been described from mites. All except one species produce typical spores with a long polar filament and a polaroplast. This paper is the first study of an atypical microsporidium infection in a feather mite (Falculifer rostratus). The infection of the pigeon feather mite is restricted to the colon epithelium where it leads to hypertrophy of the concerned cells. During sporogony, a multinucleate plasmodial aggregate is formed within a sporont (endogenous sporogony resulting in a polysporophorous vesicle). The cisterns delimiting the single sporoblasts later form the spore walls. Sporogonial stages are in direct contact to the host cell cytoplasm. Merogonial stages were not present. Spores are tiny (3.6 μm × 2.6 μm), broad oval in form and monokaryotic. The spore wall of mature spores consists of a three-layered endospore and a thin, electron-dense, wavy exospore. The polar filament is anisofilar and completely coiled in 3–4 turns. In cross-sections, it has a star-like appearance because the electron-dense core forms rounded compartments of lucent material at its surface. In superficial sections, this results in a honeycomb-like pattern. A polaroplast is missing. The polar filament arises subapically at a polar sac that lacks an internal anchoring disk. These atypical spore structures clearly classify the species from the feather mite as a member of the order Chytridiopsida. It could not be clearly affiliated to one of the known genera, so we created a new genus, Acarispora, with the species A. Falculifera.",Acarispora falculifera,broad ovoid,['broad ovoid'],{'broad ovoid'},oval
"Ultrastructural description and phylogeny of a novel microsporidian, Glugea eda n. sp. from the striated fusilier, Caesio striata, in the Red Sea off Saudi Arabia. Glugea eda n. sp. is described from the mesenteries of the striated fusilier, Caesio striata, collected from the Red Sea coast off Yanbu' al Bahr, Saudi Arabia. Numerous blackish xenomas, ranged from 3 to 5 mm, were found in the body cavity associated with the mesenteries. Mature spores are monomorphic, ellipsoidal with an average size of 5(4–6) μm in length and 2.2 (2–3) μm in width. Observations of the ultrastructure revealed that the development was asynchronous and that the nuclei were isolated throughout the life cycle with uninucleate meronts. Sporoblasts were uninucleated and existed together with sporonts in a fully formed parasitophorous vacuole. The polar filament of the mature spore was isofilar with 24–28 coils, arranged in three rows. Phylogenetic analysis placed the current microsporidia within the clade grouping Glugea species and close to the species described from the Red Sea and Arabian Gulf. The morphometric and molecular comparison with other members of the genus Glugea evidenced the taxonomic novelty of the present form, suggesting that it should be considered as a new species. To the best of our knowledge, the parasite here described represents the first occurrence of microsporidian infection in the fish of the family Caesionidae.",Glugea eda,ellispoidal,['ellispoidal'],{'ellispoidal'},ellipsoidal
"Ultrastructural description of the life cycle of Nosema diphterostomi sp. n., a microsporidia hyperparasite of Diphterostomum brusinae (Digenea: Zoogonidae), intestinal parasite of Diplodus annularis (Pisces: Teleostei). The life cycle of a new microsporidium, Nosema diphterostomi sp. n. is described. This parasite infects the epithelial gut and connective tissue of a trematode Diphterostomum brusinae (Digenea: Zoogonidae), intestinal parasite of Diplodus annularis (Pisces: Teleostei). All development stages are in close contact with the host cell cytoplasm and have paired nuclei (diplokaryon). Matures spores measure about 2.1 x 1.4 μm. They possess a polar filament with 6-7 coils, a posterior vacuole and a polaroplast made up of an outer part of dense and closely spaced lamellae encircling an inner part of widely spaced lamellae. All morphological and ultrastructural features indicate that the described microsporidium belongs to the genus Nosema. In comparison with the other Nosema of trematodes, this parasite is a new species. We propose the name Nosema diphterostomi sp. n. according to the generic name of its host.",Nosema diphterostomi,oval,['oval'],{'oval'},
"Ultrastructural study and description of Flabelliforma magnivora sp. n. (Microspora: Duboscqiidae), a microsporidian parasite of Daphnia magna (Crustacea: Cladocera: Daphniidae). The new microsporidium Flabelliforma magnivora sp. n. is described based primarily on ultrastructural characteristics. All life cycle stages have isolated nuclei. Merogonial and sporogonial reproductions are by rosette- or finger-like budding. The sporogony yields 4-16, most frequently 12, sporoblasts. A fragile sporophorous vesicle is formed by the sporont. Spores are lightly pyriform, with both poles blunt, often with one surface slightly convex. Unfixed spores measure 2.34-3.03 x 4.07-4.93 μm. The exospore, which is five-layered with an internal double-layer, measures 35-40 nm thick. The polar filament is isofilar with 14-17, 77-94 nm wide coils arranged in two irregular layers of coils in the posterior half of the spore. The polaroplast, which ends close to the anterior polar filament coils, is composed of two regions of regularly arranged lamellae: narrow lamellae anteriorly, wider lamellae posteriorly. The host is the cladoceran Daphnia magna. The primary site of infection is the fat body, but infection was also observed in the hypodermic cells and the ovaries. In the laboratory the parasites are transmitted with nearly 100% fidelity from mother to offspring. Transversely sectioned polyribosomes appeared as characteristic circular configurations of 9 ribosomes. Teratological development, including incomplete separation of sporoblasts, macrospores with supernumerary polar filament coils, and disturbed coiling, was observed. The identification of the species and the genus position are briefly discussed.",Hamiltosporidium magnivora (= Flabelliforma magnivora) (1),lightly pyriform; blunt poles,"['lightly pyriform', 'blunt poles']",{'blunt poles'},
"Ultrastructural study and description of Ordospora colligata gen. et sp. nov. (Microspora, Ordosporidae fam. nov.), a new microsporidian parasite of Daphnia magna (Crustacea, Cladocera). The new microsporidium Ordospora colligata gen. et sp. n. is described with emphasis on the ultrastructural characteristics. The parasite, which is superficially similar to Glugoides intestinalis (Chatton, 1907), invades the gut epithelium of Daphnia magna, where the complete development takes place in a host cell-derived parasitophorous vacuole. Merogonial and sporogonial stages occur together in the vacuole, with presporal stages at the periphery, mature spores aggregated in the centre. All life cycle stages have isolated nuclei. Merogonial plasmodia are initially rounded, later elongated, and they give rise to four merozoites. The bouts of merogony are unknown. The sporont produces two sporoblast mother cells, which often remain coupled. Each cell generates a chain of four sporoblasts. Sporophorous vesicles are not produced. Mature spores are pyriform with a pointed anterior pole and with an obliquely positioned posterior vacuole. Unfixed spores measure 1.33-2.29 x 2.32-3.69 μm. The exospore is uniform, about 11 nm thick. The polar filament is isofilar, 82-85 nm wide, making 5-6 coils in the posterior half of the spore. The polaroplast is uniform, composed of about 28 nm, wide lamellar components, where the lamellae are folded around each other. The discrimination from other microsporidian species and the systematic position are briefly discussed. A new family, Ordosporidae, is established and Endoreticulatus durforti Martinez et al., 1993 is transferred to Ordospora.",Ordospora colligata,pyriform; pointed anterior poles; slightly curved (rarely),"['pyriform', 'pointed anterior poles', 'slightly curved']","{'slightly curved', 'pointed anterior poles'}",pointed
"Ultrastructure and Development of Pleistophora ronneafiei n. sp., a Microsporidium (Protista) in the Skeletal Muscle of an Immune-Compromised Individual. ABSTRACT. This report provides a detailed ultrastructural study of the life cycle, including proliferative and sporogonic developmental stages, of the first Pleistophora species (microsporidium) obtained from an immune-incompetent patient. In 1985, the organism obtained from a muscle biopsy was initially identified as belonging to the genus Pleistophora, based on spore morphology and its location in a sporophorous vesicle. Since that initial report, at least two new microsporidial genera, Trachipleistophora and Brachiola, have been reported to infect the muscle tissue of immunologically compromised patients. Because Trachipleistophora development is similar to Pleistophora, and as Pleistophora was only known to occur in cold-blooded hosts, the question of the proper classification of this microsporidium arose. The information acquired in this study makes it possible to compare Pleistophora sp. (Ledford et al. 1985) to the known human infections and properly determine its correct taxonomic position. Our ultrastructural data have revealed the formation of multinucleate sporogonial plasmodia, a developmental characteristic of the genus Pleistophora and not Trachipleistophora. A comparison with other species of the genus supports the establishment of a new species. This parasite is given the name Pleistophora ronneafiei n. sp.",Pleistophora ronneafiei,oval,['oval'],{'oval'},
"Ultrastructure and Pathology of Microsporidium phytoseiulin. sp. Infecting the Predatory Mite, Phytoseiulus persimilis Athias-Henriot (Acari: Phytoseiidae). Ultrastructure and pathology of Microsporidium phytoseiuli n. sp. infecting the predatory mite Phytoseiulus persimilis Athias-Henriot is described using light and transmission electron microscopy. Infected mites showed no gross, external symptoms. All observed stages of the parasite had unpaired nuclei. Schizonts were commonly observed within nuclei of digestive cells of the ventriculus and within the cytoplasm of cells lining the cecal wall and in muscle tissue underlying it. Sporoblasts and spores occurred in the nuclei and cytoplasm of digestive cells within the ventriculus, in cortical regions of the sub- and supraesophageal ganglia, within the cecal wall and muscle tissue, and in parenchyma cells underlying the cuticle. Mature spores were also observed in developing eggs within gravid females. These were broad-to elongate-ovoid, measured 4.33 ± 0.35 × 1.27 ± 0.15 μm (electron micrographs), 5.37 ± 0.46 × 2.22 ± 0.17 μm (fixed and stained), and 5.88 ± 0.34 × 2.22 ± 0.19 μm (fresh) and had an isolfilar polar filament coiled 12 to 15 times within the posterior two-thirds. Within cells, individual spores appeared to be in direct contact with host cytoplasm, while groups of spores were infrequently observed within interfacial envelopes. Groups of 4, 8, to more than 16 spores were observed by light microscopy, while 8 was the maximum observed by electron microscopy. No spores were observed in Tetranychus urticae, a mite used as food during this study.",Microsporidium phytoseiuli,broad; elongate-oval,"['broad', 'elongate-oval']",{'elongate-oval'},elongate-ovoid
"Ultrastructure and development of Pleistophora senegalensis sp. nov. (Protozoa, Microspora) from the gilt-head sea bream, Sparus aurata L. (Teleost, Sparidae) from the coast of Senegal. The microsporidian Pleistophora senegalensis sp. nov. parasitizes the gilt‐head sea bream, Sparus aurata L, The parasite is found in the intestinal wall where it forms small xenomas in the muscularis. The development cycle of this species is described by light and electron microscopy. Meronts are rounded plasmodia dividing by plasmotomy and bounded by an amorphous and very regular wall. At the onset of sporogony, sporophorous vesicles are formed by separation of the plasma membrane from the external wall which then becomes a characteristic mesh. Mature spores (4.45 × 2.37μm) are ovoid and slightly pyriform with a large posterior vacuole.",Pleistophora senegalensis,oval; pyriform; narrowed anterior pole,"['oval', 'pyriform', 'narrowed anterior pole']","{'oval', 'narrowed anterior pole'}",ovoid
"Ultrastructure and life cycle of Merocinta davidii gen et sp. nov, a dimorphic microsporidian parasite of Mansonia africana (Diptera: Culicidae) from Tanzania. Mansonia africana larvae were sampled at three sites in NE Tanzania, between June and September 1987. At each site between 2.5 and 5.7% were infected with a multisporous microsporidian parasite. The ovoid spores measured 2.5 × 1.5 •m. Meronts were diplokaryotic with electron-dense, thickened unit membranes. Repeated division of the diplokarya gave rise to multinucleate plasmodia, the plasma membrane of which was entirely surrounded by two other membranes interpreted as host endoplasmic reticulum. Both membranes were studded with ribosomes. Meronts became ribbon-like before division, the endoplasmic reticulum dividing with the parasite. At the onset of sporogony the two nuclei of the diplokaryon separated and the electron-dense coat was sloughed off. Nuclear division and cytoplasmic division gave rise to uninucleate sporoblasts and spores. Adult M. africana collected at one of the three sites were infected with two diplokaryotic microsporidia, designated Type A and Type B, which differed only in the size of the spores. Spores of Type A measured 3.4 ×1.8 •m and those of Type B measured 6.6 × 2.9 •m; both types were binucleate. Type A infected 10.8 and Type B 5.8% of the adults collected. Mixed infections were not observed. In transovarial transmission trials, larvae were not successfully reared from adults infected with Type B. However, 11.3% of progeny from females infected with Type A exhibited multisporous microsporidian infections indistinguishable from those found in larvae collected at that site, showing that the multisporous parasite in larvae and the Type A infection of adults represent different stages in the life cycle of a single species. The morphology and life cycle of this microsporidian exclude it from all other related genera and it is attributed here to a new genus and given the name Merocinta davidii.",Merocinta davidii,ovoid; curved (type B spores in adults),"['ovoid', 'curved']",{'curved'},
"Ultrastructure and molecular characterization of a microsporidium, Tubulinosema hippodamiae, from the convergent lady beetle, Hippodamia convergens Guérin-Méneville. Graphical abstract Research highlights ► The genomic sequence of the microsporidium was 98–99% similar to Tubulinosema. ► Pathogen ultrastructure is similar to those that define the genus Tubulinosema. ► Aberrant spores filled with lamellar or vesicular structures were observed. ► Host range and tissue pathology overlap with microsporidia from other coccinellids. ► This pathogen may be Nosema hippodamiae, described in 1959 by light microscopy. Abstract Hippodamia convergens, the convergent lady beetle, is available for aphid control in home gardens and in commercial food production systems throughout the United States and Canada. Beetles received from commercial insectaries for biological control are occasionally infected with a microsporidium. The objective of this study was to describe the pathogen by means of ultrastructure, molecular characterization and tissue pathology. All stages of the microsporidium were in direct contact with the host cell cytoplasm. Early developmental stages were proximal to mature spores and both were observed throughout the tissue sections that were examined. Merogony resulted from binary fission. Early-stage sporoblasts were surrounded by a highly convoluted plasma membrane and contained an electron-dense cytoplasm and diplokaryon. Ovoid to elongated late-stage sporoblasts were surrounded by a relatively complete spore wall. The polar filament, polaroplast, and anchoring disk were readily observed within the cell cytoplasm. Mature spores were typical of terrestrial microsporidia, with a thickened endospore surrounded by a thin exospore. Spores contained well-defined internal structures, including a diplokaryon, lamellar polaroplast and a slightly anisofilar polar filament with 10–14 coils arranged in a single or double row. A prominent indentation was evident at the apical end of the spore wall proximal to the anchoring disk. Aberrant spores were also observed. These had a fully developed endospore and exospore but lacked any discernable internal spore structures, and were, instead, filled with lamellar or vesicular structures. Typical and aberrant spores measured 3.58±0.2×2.06±0.2μm (n=10) and 3.38±0.8×2.13±0.2μm (n=10), respectively. Spores were observed in longitudinal muscle surrounding the midgut and within the fat body, Malpighian tubules, pyloric valve epithelium, ventral nerve cord ganglia, muscles and ovaries. The hindgut epithelium was often infected but the connective tissues were rarely invaded. The life cycle and pathology of the microsporidium bears some resemblance to Nosema hippodamiae, the only microsporidium reported from H. convergens by Lipa and Steinhaus in 1959. Molecular characterization of the pathogen genomic DNA revealed that it is 99% similar to Tubulinosema acridophagus and T. ratisbonensis, two pathogens that infect Drosophila melanogaster and 98% similar to T. kingi from D. willistoni. Based on similarities in pathogen ultrastructure and the molecular information gained during this study, we propose that the microsporidium in H. convergens be given the name Tubulinosema hippodamiae.",Tubulinosema hippodamiae (1),Pyriform,['pyriform'],{'pyriform'},elongated
"Ultrastructure and phylogenetic characterization of the microsporidian parasite Heterosporis lessepsianus n. sp. (Microsporidia: Glugeidae) infecting the lizardfish Saurida lessepsianus (Pisces: Synodontidae) inhabiting the Red Sea. Heterosporosis is an increasingly important microsporidian disease distributed worldwide, impacting wild and farmed-raised fish in both fresh and marine water environments. Twenty three out of 130 (17.69%) of the lizardfish Saurida lessepsianus were found to be naturally infected with microsporidian parasites. The rate of parasitic infection was increased during winter reaching 29.23% (19/65) and fall to 6.15% (4/65) in summer. The infection was recorded as numerous macroscopic whitish cysts reached 3.8–6.5 mm in diameter embedded in the abdominal cavity, skeletal muscles and mesenteric tissues of the infected fish inducing an enormous hypertrophy of infected tissues. Light microscopic examination revealed that parasitic foci were encapsulated by a host–derived fibrous membrane containing different developmental stages of the parasite. Spores were oval to pyriform in shape. Transmission electron microscopic study showed the presence of smooth membranes of the sarcoplasmic reticulum forming a thick, amorphous coat surrounding the various developmental stages of the examined parasite (meronts, sporont, sporoblasts, and spores). Mature spores were electron dense and uninucleate. The anchoring disk was found in a central position at the anterior end of the spore and a large vacuole was located at the posterior end. There was a definite number (7–8) of the polar filament turns. Molecular analysis based on the 16 small subunit (SSU) rDNA gene was performed to determine the phylogenetic position of the present parasite species. A 615 bp region of the 16SSU rDNA gene of the studied parasite was sequenced and deposited in GenBank under the accession number MF769371. Multiple sequence alignment demonstrated a high degree of similarity (>82%) with other twenty microsporidian species isolated from different aquatic hosts. The most closely related sequence was provided by the GenBank entry JF745533 for Heterosporis saurida isolated from the marine fish Saurida undosquamis with the highest percentage of identity (98%) and lowest divergence value (0.9). The ultrastructural characteristics and phylogenetic analysis support the recognition of a new species, herein named Heterosporis lessepsianus sp. n.",Heterosporis lessepsianus,ovoid to pyriform,['ovoid to pyriform'],{'ovoid to pyriform'},oval; pyriform
"Ultrastructure characteristic of a Nosema sp. (Microsporidia) from a Bulgarian population of Euproctis chrysorrhoea L. (Lepidoptera). Ultrastructure and development of a microsporidium isolated from a natural Euproctis chrysorrhoea larval population in Western Bulgaria were studied. Mature environmentally resistant spores of this microsporidium possess typical diplokarya, 9-10 polar filament coils, smooth polaroplasts and wavy exospores; we consider it to be a Nosema species. Nosema sp. occurred in the fat body and silk glands of E. chrysorrhoea and caused hypertrophy of the silk gland cells. This species is not infective to closely related Lymantria dispar. This Nosema isolate does not appear to be one of the species previously described from E. chrysorrhoea.",Unnamed Nosema sp. (possibly Endoreticulatus schubergi) (1),oval,['oval'],{'oval'},
"Ultrastructure of Nosema marucae sp. n. (Microspora, Nosematidae), a pathogen of Maruca testulalis (Lepidoptera, Pyralidae). The development of Nosema marucae was followed in its host, the legume pod borer Maruca testulalis. The meronts had an irregular cell body and were binucleated, with the large diplokaryon occupying most of the cell. The sporonts contained many rough endoplastic reticula. The sporoblasts had a granular cytoplasm with a large number of ribosomes, and nuclear division and cellular cleavage were prevalent, particularly from 84 to 120 h after inoculation. Sporoblasts and young spores were evident from 108 to 144 h after inoculation. In the mature spores, the exocuticle had a rough and sculptured surface and the endocuticle thinned considerably at the apical end. The anchoring disc was thick at the point of attachment. The polar tube had 12–15 loops, and the polaroplast was multilayered with two distinct regions and occupied almost half of the spore. The diplokaryon was centrally located in the cell; the nuclear membranes of the diplokarya were separated by an electron-dense region about 0.6 nm thick.",Nosema marucae,ovoid,['ovoid'],{'ovoid'},
"Ultrastructure of Tricornia muhezae N. G., n. sp. (Microspora, Thelohaniidae), a parasite of Mansonia africana (Diptera: Culicidae) from Tanzania. Collections of Mansonia africana mosquito larvae were made at one site in N.E. Tanzania in 1985 and 1987 and from two additional sites, both within about 2 mi of the original one in 1987. An octosporous microsporidian, present at all three sites, was found in both years infecting from 7 to 22% of larvae. Spores (stained in Giemsa) measured 3.0 microns +/- 0.25 microns x 2.25 microns +/- 0.26 microns. Ultrastructurally, spores were seen to have an anterior rim surrounding a depressed area where the endospore was at its thinnest. In transmission electron microscopy section, the rim appeared as two processes into which all layers of the wall extended. At the posterior end all layers of the wall extended into a simple knob-like structure which could be interpreted as a section through a crest running longitudinally around the spore. The polar filament was anisofilar, with two anterior coils of greater diameter than the three posterior coils. Although most closely resembling the genera Amblyspora and Parathelohania in the family Thelohaniidae, the species in M. africana differs from the former, which has oval spores, broadly rounded at the ends, and from the latter, which has a prominent, ridged posterior extension to the spores. The new species has been placed in a new genus and the name Tricornia muhezae proposed.",Tricornia muhezae,ellipsoid,['ellipsoid'],{'ellipsoid'},oval
